yearmonth,SKU,net_sales,items_sold,avg_pvp,channel,brand,brand_type,sku_name,category,grossmargin,full%
202501,000A-URR,0.01,1,0.01,"Salderos / Facebook",Urrea,terceros,"Calibrador En Pulgadas 9 Hojas Urrea",Ferretería,-5969,NULL
202502,00105101BZ00-MEN,3792.24,1,4399,Team_MercadoLibre,Mendoza,terceros,"Rifle Rm-10 Barniz Cal.5.5 + Mira 4x20 Mendoza",Deportes,0.4289522815011707,0
202503,0601063T01-BOS,14927.12,2,8657.73,Team_MercadoLibre,Bosch,terceros,"Nivel Laser Lineas Verde 360 Grados 30 M Gll 3-80 Cg Bosch",Ferretería,0.14251643987587695,0
202502,0601072T00-BOS,2881.55,1,3342.6,Team_Sitioweb,Bosch,terceros,"Medidor láser Bosch GLM 50-27 C, 50 metros, con Bluetooth 060107",Ferretería,0.005660148184136991,NULL
202501,0601072W00-BOS,4095.03,4,1187.555,Team_MercadoLibre,Bosch,terceros,"Medidor GLM 25-23 25mts Bosch",Ferretería,0.2130069865178033,0
202502,06013960G1-BOS,862.07,1,1000,"Salderos / Facebook",Bosch,terceros,"Esmeriladora Amoladora Angular 900w Gws 9-125 Bosch",Ferretería,-0.28634565638521237,NULL
202503,06013960G1-BOS,860,1,997.6,"Salderos / Facebook",Bosch,terceros,"Esmeriladora Amoladora Angular 900w Gws 9-125 Bosch",Ferretería,-0.2894418604651164,NULL
202506,06013960G1-BOS,1293.1,1,1500,"Salderos / Facebook",Bosch,terceros,"Esmeriladora Amoladora Angular 900w Gws 9-125 Bosch",Ferretería,0.14243291315443496,NULL
202501,06013961G0-BOS,23763.87,17,1621.5311764705887,Team_MercadoLibre,Bosch,terceros,"Esmeriladora Amoladora Angular 900w Gws 9-125 S Bosch",Ferretería,0.13596691111338344,0
202502,06013961G0-BOS,1385.34,1,1606.99,Team_MercadoLibre,Bosch,terceros,"Esmeriladora Amoladora Angular 900w Gws 9-125 S Bosch",Ferretería,0.1281562648880419,0
202503,06013961G0-BOS,1481.9,1,1719,Team_MercadoLibre,Bosch,terceros,"Esmeriladora Amoladora Angular 900w Gws 9-125 S Bosch",Ferretería,0.18496524731763284,0
202504,06019F40G2-BOS,2998.28,2,1739,Team_Amazon,Bosch,terceros,"Taladro Atornillador Inalámbrico Bosch GSR 1000 Smart 12V maletí",Ferretería,0.4181930973758288,NULL
202503,06019G5225-BOS,1145.94,1,1329.29,Team_PdVNAES,Bosch,terceros,"Taladro Atornillador Inalambrico Mandril 2en1 1/4 1/2 Bosch",Ferretería,-0.6835349145679529,NULL
202502,06019G80G1-BOS,2585.34,2,1499.5,Team_MercadoLibre,Bosch,terceros,"Atornillador Taladro Inalámbrico Batería 12V Bosch GSR120-Li",Ferretería,0.24681473229826642,0
202503,06019G80G1-BOS,2546.12,2,1476.75,Team_MercadoLibre,Bosch,terceros,"Atornillador Taladro Inalámbrico Batería 12V Bosch GSR120-Li",Ferretería,0.23521279436947204,0
202506,06019G80G1-BOS,5058.25,4,1466.895,Team_MercadoLibre,Bosch,terceros,"Atornillador Taladro Inalámbrico Batería 12V Bosch GSR120-Li",Ferretería,0.23007364206988581,0
202506,06019G80G1-BOS,1137.07,1,1319,Team_Sitioweb,Bosch,terceros,"Atornillador Taladro Inalámbrico Batería 12V Bosch GSR120-Li",Ferretería,0.14374664708417242,NULL
202504,06019G81E4-BOS,732.75,1,849.99,"Salderos / Facebook",Bosch,terceros,"Taladro Rotomartillo Atornillador Impacto Sin Bateria Bosch",Ferretería,0.040054588877516235,NULL
202505,06019H51G0-BOS,2757.76,1,3199,Team_Amazon,Bosch,terceros,"Taladro Rotomartillo 1/2in 2 Vel + 2 Baterías Cargador Bosch",Ferretería,-0.015070201902993713,NULL
202502,0601B371G0-BOS,2565.24,1,2975.68,Team_MercadoLibre,Bosch,terceros,"Cortadora Metales Profesional 14in Tronzadora Sierra Bosch",Ferretería,0.20084670440192726,0
202503,0601B371G0-BOS,10260.96,4,2975.68,Team_MercadoLibre,Bosch,terceros,"Cortadora Metales Profesional 14in Tronzadora Sierra Bosch",Ferretería,0.20084670440192726,0
202504,0601B371G0-BOS,1724.14,1,2000,"Salderos / Facebook",Bosch,terceros,"Cortadora Metales Profesional 14in Tronzadora Sierra Bosch",Ferretería,-0.1890101731877921,NULL
202501,0615A001K5-BOS,11027.600000000002,8,1599,Team_Amazon,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.4187094200007254,NULL
202501,0615A001K5-BOS,7214.13,7,1195.4799999999998,Team_MercadoLibre,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.2225036144344501,0
202501,0615A001K5-BOS,3444.8275862068967,4,899,Team_Walmart,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.06958478478478487,NULL
202502,0615A001K5-BOS,1378.45,1,1599,Team_Amazon,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.4187094200007255,NULL
202502,0615A001K5-BOS,2061.18,2,1195.48,Team_MercadoLibre,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.22250361443445013,0
202502,0615A001K5-BOS,8612.068965517245,10,899,Team_Walmart,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.06958478478478484,NULL
202503,0615A001K5-BOS,1378.45,1,1599,Team_Amazon,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.4187094200007255,NULL
202503,0615A001K5-BOS,11891.4,10,1379.4,Team_MercadoLibre,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.3261684915148764,0
202504,0615A001K5-BOS,16534.482758620692,20,849,Team_Walmart,Bosch,terceros,"Bateria Starter 12V Ion Litio 2 Piezas Cargador Bivolt Bosch",Ferretería,0.030777059436913543,NULL
202502,0652217319748-HART,603.45,1,700,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Izta Capacidad 9 Qt 8.5 Litros",Deportes,0.4687712320821941,NULL
202505,0652217319748-HART,344.82,1,399.99,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Izta Capacidad 9 Qt 8.5 Litros",Deportes,0.07032654718403805,NULL
202506,0652217319748-HART,687.94,2,399.01,Team_PdVNAES,Hartplas,terceros,"Hielera Hartplas Izta Capacidad 9 Qt 8.5 Litros",Deportes,0.06802918859202847,NULL
202502,0652217319749-HART,603.45,1,700,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Izta Capacidad 9 Qt 8.5 Litros",Deportes,0.4687712320821941,NULL
202501,0652217319750-HART,518.28,1,601.2,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Izta Capacidad 9 Qt 8.5 Litros",Deportes,0.3814733348769005,0
202502,0652217319750-HART,2073.12,4,601.2,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Izta Capacidad 9 Qt 8.5 Litros",Deportes,0.3814733348769005,0
202504,0652217319750-HART,344.83,1,400,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Izta Capacidad 9 Qt 8.5 Litros",Deportes,0.07035350752544729,NULL
202501,0652217342963-HART,517.24,1,600,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,-0.7299899466398577,NULL
202502,0652217371925-HART,1206.9,2,700,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,-0.4828403347419007,NULL
202505,0652217376173-HART,938.79,1,1089,Team_PdVNAES,Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,0.04683688577850202,NULL
202502,0652217485905-HART,436,1,505.76,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.04669724770642205,NULL
202503,0652217485905-HART,671.85,1,779.35,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.38135000372106875,0
202504,0652217485905-HART,857.91,1,995.18,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.5155202760196291,0
202504,0652217485905-HART,430.17,1,499,Team_PdVNAES,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.03377734384080719,NULL
202505,0652217485905-HART,3532.61,5,819.564,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.41170975567639784,0
202501,0652217507799-HART,2687.4,4,779.35,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.38135000372106875,0
202502,0652217507799-HART,1343.7,2,779.35,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.38135000372106875,0
202505,0652217507799-HART,344.82,1,399.99,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,-0.2053825184154051,NULL
202501,0652217510010-HART,2015.5500000000002,3,779.35,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.3813500037210687,0
202502,0652217510010-HART,671.85,1,779.35,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.38135000372106875,0
202503,0652217510010-HART,1343.7,2,779.35,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,0.38135000372106875,0
202506,0652217510010-HART,343.97,1,399.01,Team_PdVNAES,Hartplas,terceros,"Hielera Hartplas Orizaba Capacidad 13 Qt 12.3 Litros",Deportes,-0.2083611942901996,NULL
202501,0652217922073-HART,8695.68,7,1441,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,0.27967220504894386,0
202502,0652217922073-HART,0.01,1,0.01,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,-89481,NULL
202502,0652217922073-HART,4911,4,1424.19,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,0.27117084096925265,0
202505,0652217922073-HART,1298.31,1,1506.04,Team_MercadoLibre,Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,0.3107809382967087,0
202503,0652217922074-HART,1034.48,2,600,"Salderos / Facebook",Hartplas,terceros,"Hielera Hartplas Everest Capacidad 52 Qt 49.2 Litros",Deportes,-0.7299899466398577,NULL
202501,100005-SZ,603.49,1,700.05,"Salderos / Facebook",KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.1362740061972858,NULL
202501,100005-SZ,2143.96,2,1243.495,Team_Elektra,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.5137502565346368,NULL
202501,100005-SZ,5513.8,4,1599,Team_Liverpool,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.6218578838550546,NULL
202501,100005-SZ,13455.67,13,1200.663076923077,Team_MercadoLibre,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.4964018885718808,0
202501,100005-SZ,20906.034482758623,19,1146.3684210526317,Team_Walmart,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.5262731433755311,NULL
202502,100005-SZ,2412.06,2,1398.99,Team_Liverpool,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.5677968209746026,NULL
202502,100005-SZ,10194.679999999998,10,1182.587,Team_MercadoLibre,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.4887039122365782,0
202502,100005-SZ,18000.86206896553,19,1099,Team_Walmart,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.44981801637852575,NULL
202503,100005-SZ,1033.62,1,1199,Team_Amazon,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.49570441748418176,NULL
202503,100005-SZ,4048.2699999999995,4,1174,Team_Elektra,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.48496518265827127,NULL
202503,100005-SZ,10845.480000000001,11,1143.709090909091,Team_MercadoLibre,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.471323537547439,1
202503,100005-SZ,947.41,1,1099,Team_Sitioweb,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.44981581363929024,NULL
202503,100005-SZ,12920.689655172415,12,1099,Team_Walmart,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.5158927141713371,NULL
202504,100005-SZ,1894.82,2,1099,Team_Amazon,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.44981581363929024,NULL
202504,100005-SZ,4737.05,5,1099,Team_Elektra,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.4498158136392902,NULL
202504,100005-SZ,10048.1,11,1059.6218181818183,Team_MercadoLibre,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.429369731591047,1
202504,100005-SZ,23772.413793103457,24,999,Team_Walmart,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.47375979112271527,NULL
202505,100005-SZ,947.41,1,1099,Team_Amazon,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.44981581363929024,NULL
202505,100005-SZ,30103.930000000004,35,997.7339999999998,Team_MercadoLibre,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.393974474429086,0.6285714285714286
202505,100005-SZ,26828.646551724138,29,914.8699999999997,Team_Walmart,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.4365630792870333,NULL
202506,100005-SZ,560.35,1,650.01,"Salderos / Facebook",KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.06977781743553141,NULL
202506,100005-SZ,947.41,1,1099,Team_Amazon,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.44981581363929024,NULL
202506,100005-SZ,1722.42,2,999,Team_Elektra,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.3947469258369039,NULL
202506,100005-SZ,21831.999999999996,24,1055.21625,Team_MercadoLibre,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.4269879076584829,0.5
202506,100005-SZ,1478.48,2,857.515,Team_Sitioweb,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.2948839348520102,NULL
202506,100005-SZ,37117.560344827594,44,862.6447727272727,Team_Walmart,KingsHouse,propia,"Rack Mueble Con Repisas Multiusos Horno De Microondas Cocina",Muebles,0.38209839798385214,NULL
202501,100006-SZ,1723.28,1,1999,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.45868924376769876,NULL
202501,100006-SZ,1895.69,1,2199,Team_Coppel,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.5079205988320875,NULL
202501,100006-SZ,1895.69,1,2199,Team_Elektra,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.5079205988320875,NULL
202501,100006-SZ,1654.31,1,1919,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.43612140408992267,NULL
202501,100006-SZ,29295.68965517243,17,1799,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.45868794397198587,NULL
202502,100006-SZ,1723.28,1,1999,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.45868924376769876,NULL
202502,100006-SZ,8965.5,5,2080,Team_Coppel,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.47976688416708485,NULL
202502,100006-SZ,1723.28,1,1999,Team_Elektra,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.45868924376769876,NULL
202502,100006-SZ,1469.5,1,1704.62,Team_MercadoLibre,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.3652058523307247,0
202502,100006-SZ,3101.72,2,1799,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.39850792463536355,NULL
202502,100006-SZ,20679.310344827594,12,1799,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.458687943971986,NULL
202503,100006-SZ,1723.28,1,1999,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.45868924376769876,NULL
202503,100006-SZ,11718.12,7,1941.857142857143,Team_Elektra,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.44275958942219396,NULL
202503,100006-SZ,5092.241379310345,3,1749,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.4504404266124936,NULL
202504,100006-SZ,7969.84,5,1849,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.41477495156740907,NULL
202504,100006-SZ,3101.72,2,1799,Team_Elektra,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.39850792463536355,NULL
202504,100006-SZ,1499.14,1,1739,Team_MercadoLibre,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.377756580439452,0
202504,100006-SZ,1395.78,1,1619.1,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.33167834472481333,NULL
202504,100006-SZ,6617.275862068966,4,1699.01,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.43612446000802496,NULL
202505,100006-SZ,862.08,2,500.005,"Salderos / Facebook",KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,-1.1641378990348923,NULL
202505,100006-SZ,3015.52,2,1749,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.38131400222847134,NULL
202505,100006-SZ,1533.62,1,1779,Team_Coppel,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.39174632568693674,NULL
202505,100006-SZ,1499.14,1,1739,Team_MercadoLibre,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.377756580439452,0
202505,100006-SZ,2284.43,2,1324.9650000000001,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.18331487504541605,NULL
202505,100006-SZ,3446.551724137931,2,1779,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.458687943971986,NULL
202506,100006-SZ,10554.32,7,1749,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.38131400222847134,NULL
202506,100006-SZ,1533.62,1,1779,Team_Coppel,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.39174632568693674,NULL
202506,100006-SZ,4549.137931034484,3,1759,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.3848306992609437,NULL
202501,100007-SZ,5156.91,3,1994.01,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.4172614996189578,NULL
202501,100007-SZ,5687.07,3,2199,Team_Coppel,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.4715855440499238,NULL
202501,100007-SZ,1895.69,1,2199,Team_Elektra,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.47158554404992375,NULL
202501,100007-SZ,1654.31,1,1919,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.3944847096372505,NULL
202502,100007-SZ,0.02,2,0.01,"Salderos / Facebook",KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,-100170,NULL
202502,100007-SZ,1718.97,1,1994.01,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.41726149961895787,NULL
202502,100007-SZ,3101.72,2,1799,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.35409385760158874,NULL
202502,100007-SZ,1809.4827586206898,1,1899,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.4464108623153883,NULL
202503,100007-SZ,1718.97,1,1994.01,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.41726149961895787,NULL
202503,100007-SZ,1395.78,1,1619.1,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.2823295934889452,NULL
202503,100007-SZ,1697.4137931034484,1,1749,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.4098610462163535,NULL
202504,100007-SZ,1550.86,1,1799,Team_Elektra,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.35409385760158874,NULL
202504,100007-SZ,6617.275862068966,4,1699.01,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.3944879912037978,NULL
202505,100007-SZ,1499.14,1,1739,Team_MercadoLibre,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.331810237869712,0
202505,100007-SZ,4020.5199999999995,3,1554.6000000000001,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.2525519087083262,NULL
202505,100007-SZ,3446.551724137931,2,1779,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.4187175587793897,NULL
202506,100007-SZ,1533.62,1,1779,Team_Amazon,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.3468329833987558,NULL
202506,100007-SZ,9494.82,6,1835.6666666666667,Team_Coppel,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.3669958988164072,NULL
202506,100007-SZ,4084.49,2,2369.005,Team_Elektra,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.5095054706952398,NULL
202506,100007-SZ,2407.92,2,1396.5900000000001,Team_Sitioweb,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.16798730854845667,NULL
202506,100007-SZ,1507.7586206896553,1,1749,Team_Walmart,KingsHouse,propia,"Escritorio De Computadora Repisas Cajones Estudiantil Hogar",Muebles,0.33562973127501433,NULL
202501,100009-SZ,861.21,1,999,Team_MercadoLibre,KingsHouse,propia,"Mesa para Laptop con Ruedas Altura Ajustable Color Dark Oak 60x4",Muebles,0.7873108765574018,0
202502,100009-SZ,430.17,1,499,Team_Coppel,KingsHouse,propia,"Mesa para Laptop con Ruedas Altura Ajustable Color Dark Oak 60x4",Muebles,0.5742148452937211,NULL
202502,100009-SZ,4306.05,5,999,Team_MercadoLibre,KingsHouse,propia,"Mesa para Laptop con Ruedas Altura Ajustable Color Dark Oak 60x4",Muebles,0.7873108765574018,0
202503,100009-SZ,1290.51,3,499,Team_Coppel,KingsHouse,propia,"Mesa para Laptop con Ruedas Altura Ajustable Color Dark Oak 60x4",Muebles,0.5741993475447692,NULL
202504,100009-SZ,258.62,1,300,"Salderos / Facebook",KingsHouse,propia,"Mesa para Laptop con Ruedas Altura Ajustable Color Dark Oak 60x4",Muebles,0.291779444745186,NULL
202501,100042-SZ,573.27,1,664.99,Sales,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.2931777347497689,NULL
202501,100042-SZ,5167.26,6,999,Team_Amazon,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.529493387211017,NULL
202501,100042-SZ,2756.9,2,1599,Team_Elektra,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.7060466465958141,NULL
202501,100042-SZ,4911.21,3,1899,Team_Liverpool,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.752484621915984,NULL
202501,100042-SZ,1570.77,2,911.05,Team_Sitioweb,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.4840683231790778,NULL
202502,100042-SZ,3427.6000000000004,4,994,Team_Amazon,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.5271297701015287,NULL
202502,100042-SZ,3789.64,4,1099,Team_Elektra,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.5723050210574091,NULL
202502,100042-SZ,2532.76,2,1469,Team_Liverpool,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.6800249530156824,NULL
202502,100042-SZ,775,1,899,Team_Sitioweb,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.47716129032258064,NULL
202502,100042-SZ,14637.931034482755,20,849,Team_Walmart,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.4463671142520614,NULL
202503,100042-SZ,431.1,1,500.08,"Salderos / Facebook",KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.06007886801206224,NULL
202503,100042-SZ,7673.31,9,989,Team_Amazon,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.5247344366381653,NULL
202503,100042-SZ,887.07,1,1029,Team_MercadoLibre,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.5432153043164576,0
202503,100042-SZ,1722.4137931034484,2,924,Team_Walmart,KingsHouse,propia,"Rack Mueble Para Horno De Microondas Multiusos Cocina Hogar",Muebles,0.5294916916916919,NULL
